price,color,likes,brand,material type,Percentage discount,Rate,Fit,Saling fast,in sale,category,sex
225.00 ILS,BLACK,644,,"Jersey: soft and stretchy

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
190.00 ILS,ECRU WAFFLE,116,Native Youth Plus,"Waffle-textured jersey: soft and stretchy

Main: 100% Cotton.",0,,Boxy fit,,0,Tops,Women
150.00 ILS,Black,320,Pimkie,"Satin-style fabric: glossy, drapey and silky-smooth

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
225.00 ILS,White,58,The North Face,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
225.00 ILS,Green,,The North Face,,0,,Regular fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
195.00 ILS,brown,345,Hollister,"Flannel: soft, brushed finish

Main: 75% Viscose, 25% Cotton.",0,,Oversized fit,,0,Tops,Women
170.00 ILS,Blue,140,The North Face,,0,,Regular fit,,0,Tops,Women
160.00 ILS,Grey,1K,Urban Revivo,"Jersey: soft and stretchy

Main: 80% Cotton, 18% Polyester, 2% Elastane.",0,,Slim fit,,0,Tops,Women
105.00 ILS,Silver,176,Urban Revivo,"Woven fabric: sequin embellished

Main: 93% Polyester, 7% Elastane.",0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
80.00 ILS,Black,922,New Look,"Jersey: soft and stretchy

Shell: 96% Cotton, 4% Elastane.",0,5.0,Regular fit,,0,Tops,Women
100.00 ILS,,,,,0,,,,0,Tops,Women
155.00 ILS,Black,137,Quiksilver,,0,,Relaxed fit,,0,Tops,Women
130.00 ILS,Olive,333,ASOS DESIGN,"Velvet: plush, dense-pile fabric with a surface sheen

Main: 92% Polyester, 8% Elastane.",0,,Slim fit,,0,Tops,Women
130.00 ILS,,,,,0,,,,0,Tops,Women
150.00 ILS,BLACK,131,Only,"Stretch, plain-woven fabric

Main: 95% Polyester, 5% Elastane.",0,,Slim fit,,0,Tops,Women
240.00 ILS,MULTI,163,The Ragged Priest,"Mesh: fine, soft and sheer

Main: 91% Polyester, 9% Elastane.",0,,Slim fit,,0,Tops,Women
180.00 ILS,PEACH,65,ASOS DESIGN,"Satin-style fabric: glossy, drapey and silky-smooth

Fabric: 97% Polyester, 3% Elastane.",0,,Regular fit,,0,Tops,Women
145.00 ILS,,,,,0,,,,0,Tops,Women
150.00 ILS,PURPLE,276,Only,"Lace: delicate, patterned fabric

Main: 90% Nylon, 10% Elastane.",0,,Regular fit,,0,Tops,Women
100.00 ILS,Black,205,ASOS DESIGN,"Mesh: fine, soft and sheer

Main: 96% Cotton, 4% Elastane, Mesh: 94% Polyester, 6% Elastane.",0,,Regular fit,,0,Tops,Women
160.00 ILS,,,,,0,,,,0,Tops,Women
150.00 ILS,WHITE,,Santa Cruz,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
145.00 ILS,WHITE,488,Collusion,"Cotton: lightweight, soft and strong

Main: 100% Cotton.",0,,Slim fit,,0,Tops,Women
190.00 ILS,BLACK LACE,180,Jaded Rose,"Lace: delicate, patterned fabric

Main: 95% Polyester, 5% Elastane.",0,,Slim fit,,0,Tops,Women
100.00 ILS,BLUE,155,Pimkie,"Slinky fabric: super-smooth, clingy and stretchy

Main: 94% Polyester, 6% Elastane.",0,,Regular fit,,0,Tops,Women
Now 73.47 ILS,Black,157,New Look,"Satin-style fabric: glossy, drapey and silky-smooth

Lining: 100% Polyester, Main: 96% Polyester, 4% Elastane.",(-30%),,Slim fit,,1,Tops,Women
330.00 ILS,WHITE,150,Vans,"Sweatshirt fabric: soft and warm

Main: 100% Polyester.",0,,Relaxed fit,,0,Tops,Women
60.00 ILS,BLACK,115,Topshop,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Slim fit,,0,Tops,Women
185.00 ILS,Deep Crimson,107,Tommy Jeans,,0,,Relaxed fit,,0,Tops,Women
170.00 ILS,GREY,805,Pimkie,,0,,Long sleeves,,0,Tops,Women
170.00 ILS,TIGER PRINT,337,ASOS DESIGN,"Satin-style fabric: glossy, drapey and silky-smooth

Fabric: 100% Polyester.",0,,Slim fit,,0,Tops,Women
145.00 ILS,CHARCOAL,542,,"Sportswear: smooth and stretchy fabric

Main: 82% Nylon, 18% Elastane.",0,,Slim fit,,0,Tops,Women
210.00 ILS,PRISTINE,75,Puma,"Jersey: soft and stretchy

Main: 95% Cotton, 5% Elastane.",0,,Regular fit,,0,Tops,Women
415.00 ILS,Black,717,& Other Stories,"Stretch, plain-woven fabric

Main: 86% Polyester, 8% Viscose, 6% Elastane.",0,,Slim fit,,0,Tops,Women
160.00 ILS,BLACK PRINT,341,Simply Be,"Plain-woven fabric

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
100.00 ILS,BLACK,124,Vero Moda Curve,"Ribbed jersey: soft and stretchy

Main: 97% Polyester, 3% Elastane.",0,,Slim fit,,0,Tops,Women
145.00 ILS,PURPLE,,ellesse,,0,,Slim fit,,0,Tops,Women
525.00 ILS,WHITE,106,Fiorucci,,0,,Regular fit,,0,Tops,Women
305.00 ILS,GREEN STRIPE,92,Selected,"Ribbed knit

Main: 50% Viscose, 28% Polyester, 22% Nylon.",0,,Regular fit,,0,Tops,Women
180.00 ILS,PALE PINK,69,Topshop,"Lace: delicate, patterned fabric

Cup Liner: 100% Polyamide, Gusset Liner: 100% Cotton, Main: 88% Polyamide, 12% Elastane.",0,,Thong cut,,0,Tops,Women
125.00 ILS,Multi,91,Urban Revivo,"Jersey: soft and stretchy

Main: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
385.00 ILS,BLK/WHT CHECK,70,Whistles,"Viscose: lightweight, soft and drapey

Main: 100% Viscose.",0,,Relaxed fit,,0,Tops,Women
500.00 ILS,White,,,,0,,Boyfriend fit,,0,Tops,Women
475.00 ILS,White,493,& Other Stories,"Poplin: resistant to wrinkling and easier to iron

Main: 100% Cotton.",0,,Slim fit,,0,Tops,Women
140.00 ILS,Black,262,New Look,"Plain-woven fabric

Shell: 49% Viscose, 30% Polyester, 21% Polyamide.",0,,Slim fit,,0,Tops,Women
195.00 ILS,SAGE CROC,301,Flounce London Plus,,0,,Regular fit,,0,Tops,Women
205.00 ILS,BROWN,75,Vans,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
180.00 ILS,BROWN,85,Fila,"Jersey: soft and stretchy

Main: 95% Cotton, 5% Elastane.",0,,Slim fit,,0,Tops,Women
180.00 ILS,RED SATIN,192,Jaded Rose,"Satin-style fabric: glossy, drapey and silky-smooth

Lining: 100% Polyester, Main: 100% Polyester.",0,,Slim fit,,0,Tops,Women
210.00 ILS,MULTI,482,,"Satin-style jacquard: drapey fabric with an intricate, interwoven pattern

Main: 99% Polyester, 1% Metallised fibres.",0,,Bodycon fit,,0,Tops,Women
475.00 ILS,WHITE,246,Fiorucci,,0,,Relaxed fit,,0,Tops,Women
180.00 ILS,BLACK,73,Motel,,0,,Slim fit,,0,Tops,Women
195.00 ILS,SAGE CROC,281,Flounce London,"Satin-style jacquard: drapey fabric with an intricate, interwoven pattern

Main: 97% Polyester, 3% Elastane.",0,,Regular fit,,0,Tops,Women
190.00 ILS,BURNT ORANGE,192,Flounce London,,0,,Regular fit,,0,Tops,Women
160.00 ILS,Pink,356,NA-KD,"Stretch denim

Shell: 100% Polyurethane, Inner: 65% Polyamide, 30% Cotton, 5% Elastane.",0,,Regular fit,,0,Tops,Women
210.00 ILS,Beige,266,Urban Revivo,"Cotton: lightweight, soft and strong

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
140.00 ILS,Multi,564,Urban Revivo,"Mesh: fine, soft and sheer

Lining: 100% Polyester, Shell: 95% Polyester, 5% Elastane.",0,,Slim fit,,0,Tops,Women
255.00 ILS,Black,66,Collective the Label Curve,"Woven fabric: sequin embellished

Lining: 100% Polyester, Main: 100% Polyester.",0,,Slim fit,,0,Tops,Women
280.00 ILS,MULTI,97,Kickers,"Wool-mix knit

Main: 85% Acrylic, 15% Wool.",0,,Regular fit,,0,Tops,Women
100.00 ILS,YELLOW,88,Daisy Street,"Lightweight fabric

Main: 100% Polyester.",0,,Slim fit,,0,Tops,Women
170.00 ILS,Off-White,138,Napapijri,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
180.00 ILS,MONOCHROME,115,Topshop,"Lightweight cotton
Soft, strong and breathable

Main: 73% Cotton, 27% Polyester.",0,,Regular fit,,0,Tops,Women
255.00 ILS,Black,71,& Other Stories,,0,,Regular fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
170.00 ILS,Grey,192,The North Face,"Breathable, stretchy jersey
T-shirt fabric

Main: 88% Cotton, 8% Polyester, 4% Elastane.",0,,Exclusive to ASOS,,0,Tops,Women
,,,,,0,,,SELLING FAST,0,Tops,Women
170.00 ILS,grey,135,The North Face,"Sportswear: smooth and stretchy fabric
Uses The North Face FlashDry technology
Wicks sweat away from the skin, drawing it out of the fabric to help speed up evaporation

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
80.00 ILS,STONE,1K,Wednesday's Girl,"Ribbed jersey: soft and stretchy

Body: 95% Polyester, 5% Elastane.",0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
185.00 ILS,Dark wash,595,Miss Selfridge,"Non-stretch denim: dark-blue wash

Main: 100% Cotton.",0,3.7,Oversized fit,,0,Tops,Women
130.00 ILS,ECRU,574,,,0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
195.00 ILS,MULTI,250,Weekday,"Plain-woven fabric

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
145.00 ILS,GREEN STRIPE,757,Only,"Soft knit
Natural stretch

Main: 100% Acrylic.",0,,Relaxed fit,,0,Tops,Women
195.00 ILS,,,,,0,,,,0,Tops,Women
160.00 ILS,,,,,0,,,,0,Tops,Women
195.00 ILS,black,423,River Island Plus,"Stretch, plain-woven fabric

Main: 95% Polyester, 5% Elastane.",0,4.3,Regular fit,,0,Tops,Women
210.00 ILS,,,,,0,1.3,,,0,Tops,Women
225.00 ILS,Off-White,87,Napapijri,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
225.00 ILS,Brown,62,Napapijri,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
195.00 ILS,Yellow,76,Napapijri,,0,,Regular fit,,0,Tops,Women
270.00 ILS,Green,134,,"Satin-style fabric: glossy, drapey and silky-smooth

Main: 100% Polyester.",0,,Relaxed fit,,0,Tops,Women
70.00 ILS,MINT,333,Daisy Street,"Jersey: soft and stretchy

Body: 95% Cotton, 5% Elastane.",0,,Regular fit,,0,Tops,Women
145.00 ILS,BLACK,208,,"Jersey: soft and stretchy

Lining: 100% Polyester, Main: 50% Polyester, 40% Viscose, 10% Elastane.",0,,Bodycon fit,,0,Tops,Women
105.00 ILS,GREEN,79,ellesse,"Jersey: soft and stretchy

Main: 95% Cotton, 5% Elastane.",0,,Pull-on style,,0,Tops,Women
150.00 ILS,Sequin,971,ASOS DESIGN,"Woven fabric: sequin embellished

Main: 93% Polyester, 7% Elastane.",0,,Regular fit,,0,Tops,Women
160.00 ILS,Black,191,Dickies,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
95.00 ILS,WHITE,213,Yours,,0,,Regular fit,,0,Tops,Women
150.00 ILS,GREEN,262,AsYou,"Mesh: fine, soft and sheer

Main: 95% Polyester, 5% Elastane.",0,3.7,Slim fit,,0,Tops,Women
130.00 ILS,Blue Marble,367,ASOS DESIGN,,0,,Regular fit,,0,Tops,Women
75.00 ILS,WHITE,408,Daisy Street,"Soft, stretchy jersey
T-shirt fabric

Body: 95% Cotton, 5% Elastane.",0,,Regular fit,,0,Tops,Women
250.00 ILS,RAINBOW SQUIGGLE,169,O'Mighty,"Jersey: soft and stretchy

Body: 70% Cotton, 30% Spandex.",0,,Slim fit,,0,Tops,Women
160.00 ILS,GREEN,513,,,0,,Unisex style,,0,Tops,Women
370.00 ILS,RED,126,,,0,4.9,Unisex style,,0,Tops,Women
95.00 ILS,,,,,0,3.7,,,0,Tops,Women
370.00 ILS,WHITE,164,,"Soft fabric
Uses adidas AEROREADY technology
Moisture-absorbing and quick-drying

Main: 100% Polyester.",0,4.8,Unisex style,,0,Tops,Women
120.00 ILS,white,356,Yours,"Ribbed jersey: soft and stretchy

Main: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
155.00 ILS,Red,458,& Other Stories,"Jersey: soft and stretchy

Main: 100% Cotton.",0,4.7,Regular fit,,0,Tops,Women
155.00 ILS,Black,214,The North Face,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
255.00 ILS,MULTI,396,Jaded London,"Chiffon: sheer, lightweight fabric with a grainy feel

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
115.00 ILS,,,,,0,,,,0,Tops,Women
170.00 ILS,RED,177,Under Armour,"Breathable jersey
Uses sweat-wicking technology to help keep you cool and dry


Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
115.00 ILS,blue,176,Yours,"Ribbed jersey: soft and stretchy

Main: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
200.00 ILS,Off white,236,adidas,,0,4.2,Relaxed fit,,0,Tops,Women
95.00 ILS,Pink,200,,"Jersey: soft and stretchy

Main: 65% Polyester, 35% Cotton.",0,,Regular fit,,0,Tops,Women
120.00 ILS,BLACK,339,,Main: 100% Cotton.,0,,Oversized fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
245.00 ILS,PINK,207,River Island Plus,"Mesh: fine, soft and sheer

Main: 100% Polyester.",0,4.8,Regular fit,,0,Tops,Women
150.00 ILS,Yellow,50,Berghaus,,0,,Regular fit,,0,Tops,Women
135.00 ILS,White,168,Dickies,"Soft, breathable jersey
T-shirt fabric

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
115.00 ILS,GREEN GINGHAM,305,Only,"Jersey: soft and stretchy

Main: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
140.00 ILS,PINK SKY,603,,"Ribbed jersey: soft and stretchy

Body: 50% Rayon, 45% Nylon, 5% Spandex.",0,,Regular fit,,0,Tops,Women
135.00 ILS,ORANGE,1K,Nike,"Jersey: soft and stretchy

Main: 49% Modal, 49% Polyester, 2% Spandex.",0,4.4,Slim fit ,,0,Tops,Women
150.00 ILS,MULTI,531,Labelrail,"Plain-woven fabric

Body: 100% Polyester.",0,,Slim fit,,0,Tops,Women
70.00 ILS,BLACK,1K,,"Stretch, plain-woven fabric

Main: 92% Polyamide, 8% Elastane.",0,5.0,Slim fit,,0,Tops,Women
85.00 ILS,Blue,291,,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
190.00 ILS,OMBRE PINK/YELLOW,372,Labelrail,"Ribbed jersey: soft and stretchy

Body: 94% Polyester, 6% Elastane.",0,,Slim fit,,0,Tops,Women
100.00 ILS,Black,264,New Look Petite,"Viscose: lightweight, soft and drapey

Main: 100% Viscose.",0,,Slim fit,,0,Tops,Women
160.00 ILS,White,80,Dickies,"Soft, breathable jersey
T-shirt fabric

Main: 100% Cotton.",0,,True to size,,0,Tops,Women
195.00 ILS,,,,,0,,,,0,Tops,Women
160.00 ILS,MULTI,245,,"Sportswear: smooth and stretchy fabric

Main: 100% Polyester.",0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
115.00 ILS,Orange,263,ellesse,"Breathable, stretchy jersey
T-shirt fabric

Main: 95% Cotton, 5% Elastane.",0,,Slim fit,,0,Tops,Women
160.00 ILS,MULTI,459,,"Mesh: fine, soft and sheer

Main: 100% Polyester.",0,2.3,Slim fit,,0,Tops,Women
85.00 ILS,WHITE,854,COLLUSION,"Main: 95% Cotton, 5% Elastane.",0,3.0,Slim fit,,0,Tops,Women
260.00 ILS,BLUE,595,River Island Plus,"Non-stretch denim: blue wash

Main: 100% Cotton.",0,4.5,Oversized fit,,0,Tops,Women
180.00 ILS,Red,732,,"Stretch, plain-woven fabric

Main: 94% Polyester, 6% Elastane.",0,3.7,Designed to fit cup sizes DD-G,,0,Tops,Women
195.00 ILS,PINK SPARKLE,381,,"Textured woven fabric

Main: 100% Polyester.",0,,Bodycon fit,,0,Tops,Women
225.00 ILS,BLACK,2K,ASOS DESIGN,"Satin-style fabric: glossy, drapey and silky-smooth

Fabric: 100% Polyester.",0,2.3,Regular fit,,0,Tops,Women
195.00 ILS,,,,,0,,,,0,Tops,Women
170.00 ILS,BLACK,178,Signature 8,"Plain-woven fabric

Main: 100% Polyester.",0,,Boxy fit,,0,Tops,Women
185.00 ILS,Black,276,Missguided,"Twill: semi-structured fabric with a parallel-rib pattern

Main: 86% Cotton, 14% Polyester.",0,,Regular fit ,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
105.00 ILS,,,,,0,,,,0,Tops,Women
330.00 ILS,GREY,116,Whistles,"Fine knit

Main: 100% Cotton.",0,,Relaxed fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
160.00 ILS,Pink,303,Simply Be,"Stretch woven fabric

Main: 99% Polyester, 1% Elastane.",0,,Regular fit,,0,Tops,Women
825.00 ILS,ANDOVER HEATHER,292,,"Ribbed jersey: soft and stretchy

Main: 57% Lyocell, 38% Cotton, 5% Elastane.",0,,Relaxed fit,,0,Tops,Women
120.00 ILS,Blue and White,259,ASOS DESIGN,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Slim fit,,0,Tops,Women
105.00 ILS,Hot Pink,635,ASOS DESIGN,"Slinky fabric: super-smooth, flowy and stretchy

Main: 96% Polyester, 4% Elastane.",0,2.6,Regular fit,,0,Tops,Women
255.00 ILS,Multi,573,Tommy Hilfiger,"Main: 78% Nylon, 22% Elastane.",0,,Relaxed fit,,0,Tops,Women
185.00 ILS,DARK GREEN,134,Reebok,"Jersey: soft and stretchy

Main: 92% Cotton, 8% Elastane.",0,,Slim fit,,0,Tops,Women
450.00 ILS,,,,,0,,,,0,Tops,Women
185.00 ILS,Jet Black,149,,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
225.00 ILS,Multi,226,Ripcurl,"Cotton: lightweight, soft, strong and breathable

Main: 100% Cotton.",0,,Regular fit,,0,Tops,Women
160.00 ILS,WHITE,3K,,"Linen-mix fabric: soft and lightweight

Main: 64% Cotton, 13% Lyocell, 12% Polyester, 11% Linen.",0,2.7,Regular fit,,0,Tops,Women
195.00 ILS,,,,,0,,,,0,Tops,Women
100.00 ILS,Pink,399,ASOS DESIGN,"Jersey: soft and stretchy

Main: 94% Cotton, 6% Elastane.",0,4.3,Slim fit ,,0,Tops,Women
85.00 ILS,Bright Pink,342,New Look,"Slinky fabric: super-smooth, clingy and stretchy

Shell: 87% Polyester, 13% Elastane.",0,3.8,Bodycon fit,,0,Tops,Women
95.00 ILS,BLACK,255,Yours,"Jersey: soft and stretchy

Fabric: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
130.00 ILS,CHOCOLATE,763,Topshop,"Textured jersey: soft and stretchy

Main: 98% Polyester, 2% Elastane.",0,,Slim fit,,0,Tops,Women
80.00 ILS,MULTI,163,,"Stretch, plain-woven fabric

Main: 99% Polyester, 1% Elastane.",0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
145.00 ILS,MULTI,117,I Saw It First Petite,"Satin-style fabric: glossy, drapey and silky-smooth

Main: 95% Polyester, 5% Elastane.",0,,Oversized fit,,0,Tops,Women
210.00 ILS,PURPLE - LIGHT,473,River Island,"Stretch, plain-woven fabric

Main: 53% Polyamide, 40% Metallic fibres, 7% Elastane.",0,,Relaxed fit,,0,Tops,Women
105.00 ILS,MONO,280,ASOS DESIGN,Main: 100% Cotton.,0,,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
130.00 ILS,PINK,299,,"Ribbed jersey: soft and stretchy

Main: 50% Cotton, 48% Polyester, 2% Elastane.",0,,Cropped length,,0,Tops,Women
160.00 ILS,,,,,0,4.4,,,0,Tops,Women
150.00 ILS,Multi,722,Reclaimed Vintage,"Jersey: soft and stretchy

Main: 95% Polyester, 5% Elastane.",0,3.5,Slim fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
195.00 ILS,RUST,172,4th & Reckless,"Plain-woven fabric

Body: 80% Polyester, 20% Cotton.",0,,Oversized fit,,0,Tops,Women
415.00 ILS,,,,,0,,,,0,Tops,Women
105.00 ILS,MULTI,70,ASOS DESIGN,"Crepe: lightly wrinkled texture

Main: 99% Polyester, 1% Elastane.",0,,Regular fit,,0,Tops,Women
120.00 ILS,PINK,1K,ASOS DESIGN,Main: 100% Cotton.,0,,Regular fit,,0,Tops,Women
305.00 ILS,,,,,0,,,,0,Tops,Women
115.00 ILS,orange,747,Topshop,"Jersey: textured and stretchy

Main: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
120.00 ILS,White,455,ASOS DESIGN,"Main: 95% Viscose, 5% Elastane.",0,,Slim fit,,0,Tops,Women
170.00 ILS,FLORAL & SPOT,535,ASOS DESIGN,"Chiffon: sheer, lightweight fabric with a grainy feel

Fabric: 100% Polyester.",0,3.3,Regular fit,,0,Tops,Women
150.00 ILS,Bronze,572,ASOS DESIGN,"Sequin-embellished jersey: soft and stretchy

Fabric 1: 95% Polyester, 5% Elastane, Fabric 2: 100% Polyester.",0,,Slim fit ,,0,Tops,Women
85.00 ILS,BLUE,142,Yours,"Jersey: soft and stretchy

Fabric: 95% Polyester, 5% Elastane.",0,,Regular fit,,0,Tops,Women
150.00 ILS,black,633,ASOS DESIGN,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Regular fit ,,0,Tops,Women
130.00 ILS,LILAC STRIPE,282,PIECES,"Cotton: lightweight, soft, strong and breathable

Main: 90% Cotton, 10% Linen.",0,,Regular fit,,0,Tops,Women
95.00 ILS,black,55,Reebok,"Smooth, stretchy fabric

Main: 93% Cotton, 7% Elastane.",0,4.4,Pull-on style,,0,Tops,Women
115.00 ILS,MID GREEN,468,COLLUSION,"Main: 92% Cotton, 8% Flax.",0,,Unisex style,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
160.00 ILS,,,,,0,,,,0,Tops,Women
200.00 ILS,WHITE,1K,Topshop,"Broderie anglaise: lightweight fabric with an embroidered, cut-out pattern

Main: 100% Cotton.Embroidery 100% Polyester. Lace 100% Cotton.",0,,Regular fit ,,0,Tops,Women
365.00 ILS,White,2K,ASOS EDITION,"Cotton: lightweight, soft, strong and breathable 

Lining: 100% Cotton, Shell: 100% Cotton.",0,4.0,Regular fit,,0,Tops,Women
,,,,,0,,,,0,Tops,Women
140.00 ILS,PINK,788,Missguided,"Plain-woven fabric

Main: 95% Polyester, 5% Cotton.",0,,Regular fit,,0,Tops,Women
150.00 ILS,Cow Print,116,ASOS DESIGN,"Chiffon: sheer, lightweight fabric with a grainy feel 

Body: 100% Polyester.",0,,Boxy fit,,0,Tops,Women
120.00 ILS,White,471,ASOS DESIGN,"Jersey: soft and stretchy

Main: 100% Cotton.",0,,Boxy fit,,0,Tops,Women
100.00 ILS,HOT PINK,435,Femme Luxe,"Stretch, plain-woven fabric

Main: 95% Polyester, 5% Elastane.",0,,Slim fit,,0,Tops,Women
150.00 ILS,BEIGE,2K,Nike,"Jersey: soft and stretchy

Main: 49% Modal, 49% Polyester, 2% Spandex.",0,,Slim fit ,,0,Tops,Women
180.00 ILS,BEIGE,1K,Femme Luxe,"Satin-style fabric: glossy, drapey and silky-smooth

Main: 95% Polyester, 5% Elastane.",0,,Regular fit ,,0,Tops,Women
Now 116.51 ILS,,,,,,,,,1,Tops,Women
170.00 ILS,CREAM,228,River Island,"Viscose: lightweight, soft and drapey

Main: 100% Viscose.",0,,Regular fit,,0,Tops,Women
150.00 ILS,Cream,899,NA-KD,Main: 100% Cotton.,0,,Regular fit,,0,Tops,Women
160.00 ILS,PINK,593,Vila,"Linen-mix fabric: soft and lightweight 

Main: 92% Cotton, 8% Linen.",0,5.0,Oversized fit,,0,Tops,Women
200.00 ILS,,,,,0,,,,0,Tops,Women
140.00 ILS,,,,,0,,,,0,Tops,Women
130.00 ILS,WHITE,1K,New Look,"Cotton: lightweight, soft, strong and breathable 

Main: 100% Cotton.",0,5.0,Regular fit,,0,Tops,Women
195.00 ILS,Stripe,401,Weekday,Main: 100% Cotton.,0,,Oversized fit,,0,Tops,Women
160.00 ILS,BROWN,234,Another Reason,"Mesh: fine, soft and sheer
Lined

Body: 92% Polyester, 8% Elastane.",0,,Slim fit,,0,Tops,Women
85.00 ILS,STONE,190,New Look,"Ribbed jersey: soft and stretchy

Body: 94% Cotton, 6% Elastane.",0,,Bodycon fit,,0,Tops,Women
180.00 ILS,CHOCOLATE BROWN,1K,ASOS DESIGN,"Satin-style fabric: glossy, drapey and silky-smooth

Fabric: 100% Polyester.",0,3.8,Slim fit,,0,Tops,Women
255.00 ILS,BLACK,679,River Island,"Crochet lace: lace-look fabric with a cut-work pattern 

Main: 100% Polyester.",0,,Regular fit,,0,Tops,Women
225.00 ILS,PINK,215,GoGuy,"Plain-woven fabric

Body: 100% Cotton.",0,,Regular fit ,,0,Tops,Women
170.00 ILS,BROWN,308,,"Made with 50% Texloop™ RCOT™ Recycled cotton and 50% organic cotton.

This style has been designed with 3D technology to reduce the need for samples during the design process.

This style has been designed to be unisex, so that it can be worn by more than one person. It's all about encouraging us to find new ways to wear our items.

Blended materials can be a challenge to recycle as the multiple fibres are difficult to separate from each other, the fabric used in this style is made from 100% Cotton. Industry best practice defines mono-materiality as 98% of the total volume of the product by weight – this allows for some leeway when it comes to things like care labels, threads and a small percentage of stretch.

This style has been designed to be dismantled by hand in the future, so you can easily cut away components like zips and buttons – so the whole item can be re-used, remade into a new design or recycled efficiently.

Learn more about our circular design strategies here, https://www.asos.com/discover/circular-design/

Main: 100% Cotton.",0,,Unisex style,,0,Tops,Women
